Brand,Lineup / Model,,,Eff.,Form Factor,Tier,Models,Part number,Rated
,,,,B,ATX,,500/600W,,40,3,,,No,,Full,HEC,"""B500""",,DF,PR,GR,Branded,Rifle,CM6800T,,,Weltrend WT7527,Y,Y,Y,
,,,,B,ATX,,630/730W,BQT L8-CM-[W]W,40,2,,,Semi,,Full,HEC,"""B700""",,DF,PR,GR,Branded,Sleeve,,,,Weltrend WT7527,Y,A,A,
,Straight Power,,11,G,ATX,A,450/550/650W,BN280 – BN285,,5,,,Full,,Full,FSP,<Custom>,,LLC,SR,DC-DC,Branded,LLS,,,,,,,,
,,,,,ATX,,750-1000W,,,,,,,,Full,,<Custom>,FB,,,,,,CM6901,ICE2PCS02,,,,,,
,,,,P,ATX,A,550/650/750W,BN640 – BN645,40,,,,,,Full,,No match,FB,,,,,,CM6901,CM6500UN,,,,,,
,,,,,ATX,,850-1200W,,,,,,,,Full,,Hydro PTM Pro =>850W,,,,,,,,,,,,,,
,,,E10,G,ATX,X,<=600W,,,5,,,,,,FSP,PZ750 evolution,,ACRF,SR,DC-DC,Branded,,,,,,,,,
,,,,,ATX,,>=700W,,40,,,,,,,,,FB,,,,,FDB,,,,,,,,
,,,10,G,ATX,X,800W,,40,5,,,Semi,,Full,FSP,,,ACRF,SR,DC-DC,Branded,FDB,,,,Weltrend WT7579,Y,Y,Y,
,System Power,10,Gold,G,ATX,B*,850W,,,,,,,,,HEC,,,LLC,SR,DC-DC,,,,,,,,,,
,,,Bronze,B,ATX,C,450-750W,,,,,,,,,HEC,,,DF,PR,DC-DC,,,,,,,,,,
,,U10,Bronze,,ATX,,450-750W,,,,,,,,,HEC,,,DF,,DC-DC,,,,,,,,,,
,,9,-,,ATX,C-,400-700W,BN245-BN248,,3,,,No,,230V,HEC,Masterwatt-like,,DF,PR,DC-DC,Yate Loon,Sleeve,,,,,,,,
,,,CM,,ATX,C-,400-700W,BN300-BN303,,,,,Semi,,,,,,,,,,,,,,,,,,
,,U9,-,,ATX,C,400-700W,BN606-BN609,40,3,,,No,,Full,CWT,GPN,,DF,SSR,DC-DC,Yate Loon,Sleeve,CM6800TX,,,Sitronix ST9S429-PG14 & Weltrend WD7815D,Y,A,A,
,,B9,-,,ATX,C,300-600W,BN206-BN209,,,,,No,,230V,HEC,Masterwatt-like,,DF,PR,DC-DC,,,,,,,,,,
Bitfenix,Whisper M,,,G,ATX,A,450-850W,BP-WG[W]UMAG,50,7,,,Full,,Full,CWT,GPU (V-G?),FB,LLC,SR,DC-DC,Martech,HDB,CM6901,CM6502S,,Sitronix ST9S429-PG14 & Weltrend WD7518D,Y,Y,Y,
,Formula,,Gold,G,ATX,A,450-750W,BP-FM[W]ULAG,40,5,,,No,,Full,CWT,Modified GPS,FB,LLC,SR,DC-DC,Martech,Rifle,CM6901,CM6502S,,"Sitronix ST9S429-PG14, Weltrend WD7518D, UTC LM393G",Y,Y,Y,
,,,Bronze,B,ATX,C,400-700W,BF[W]B,,,,,,,,CWT,modified CSB,,DF,,DC-DC,,,,,,,,,,
,Fury,,,G,ATX,X,550/650750W,BFP-FUR-[W]G-KXSK-RP,40,5,,,Semi,,Full,FSP,Aurum CM,,ACRF,SR,GR,Protechnic,FDB,FSP 6600,,,Weltred WT7527,Y,Y,Y,
,BPA,,-,W,ATX,E,400/500/600W,BP-BP[W]ALNN,35,3,,,No,,230V,CWT,GPM,,DF,,GR,,HDB,,,,,,,,
,,,U,W,ATX,E,400/500/600W,BP-BP[W]ULNW,35,3,,,,,Full,,,,,,,,,,,,,,,,
BoostBoxx (CSL),PB,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,
,Power Boost,Bronze,,B,,N,500W,,,,,,,,,,,,,,,,,,,,,,,,
,,Gold,non-mod.,G,,N,600/700W,,,,,,No,,Full,,,,,,,,,,,,,,,,
,,,semi-mod.,G,,B*,600/700W,,,,,,Semi,,Full,CWT,GPS,,LLC,,DC-DC,,,,,,,,,,
,,,fully-mod.,G,,C*,850W,,,,,,Full,,Full,CWT,GPX,,LLC,,DC-DC,,,,,,,,,,
,,,,,,B*,550/650/750W,,,,,,Full,,Full,,,,,,,,,,,,,,,,
BR One,Rainbow,,,,ATX,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Well Technology,"too lazy, see 'Platforms Index' tab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chieftec,Core,,,G,ATX,C+,,BBS-S,,,,,,,,CWT,GPS,,LLC,SR,DC-DC,,,,,,,,,,
,ATMOS,,,G,ATX,,,CPX,,,,,Full,,Full,Andyson,PAD35,,LLC,SR,DC-DC,,,,,,,,,,
,APB-8B,,,,ATX,E,,,,,,,,,,CWT,GPA,,,,GR,,,,,,,,,,
,A-80,,,,ATX,,,CTG-C,,,,,,,,High Power,Direct12 Power Bronze B14C,,DF,,DMA,,,,,,,,,,
,,,,,ATX,,,,,,,,,,,,,,DF,,GR,,,,,,,,,,
,A-90,,,,ATX,,,GDP-C,,,,,,,230V,CWT,GPN,,DF,SR,DC-DC,,,,,,,,,,
,BFX-S,,,,SFX,,350/450W,,,,TBA,,,,,CWT,GPH,,,,,,,,,,,,,,
,BPS-S,,,,ATX,,<=500W,,,,,,,,,CWT,,,,,GR,,,,,,,,,,
,CSN-C,,,B,ATX,,,,,,,,,,,CWT,CSN,,LLC,,DC-DC,,,,,,,,,,
,EON,,,W,ATX,,,ZPU,,,,,,,230V,Andyson,Z8,,DF,PR,GR,,,,,,,,,,
,GPB-S,,,,ATX,E,,,,,,,,,,CWT,GPB,,DF,,GR,,,,,,,,,,
,GPC-S,,,,ATX,E,,,,,,,,,,CWT,GPC?,,DF,,GR,,,,,,,,,,
,GPE-S,,,,ATX,E,,,,,,,,,,CWT,GPE?,,DF,,GR,,,,,,,,,,
,Navitas,,GPM-S,,ATX,,550W ?,GPM-S,,,,,,,,High Power,Astro Lite HPM,,LLC,,DC-DC,,,,,,,,,,
,,,GPM-C,,ATX,,<=850W,GPM-C,,,,,,,,CWT,PUQ,,DF,,,,,,,,,,,,
,,,,,ATX,,1000W,,,,,,,,,,CSH-VG,,LLC,,,,,,,,,,,,
,,,,,ATX,,1250W,,,,,,,,,,PUO,,LLC,,,,,,,,,,,,
,,,PPS-FC,,ATX,,1350/1450w,PPS-FC,,,,,,,,,PUO,,LLC,,,,,,,,,,,,
,Neutron,,BLC-S,B,ATX,,<=600W?,BLC-S,,,,,,,,High Power,,,DF,,GR,,,,,,,,,,Inconclusive
,,,BLC-C,,ATX,,,BLC-C,,,,,,,,,Unk. (BDF-C <=750W),,,,DC-DC,,,,,,,,,,Inconclusive
,Nitro SPS-C,,,,ATX,,,,50,2,,,,,,CWT,DSG,,DF,SR,DC-DC,Yate Loon,,,,,,,,,
,Nitro2 85+,,,,ATX,,1200W,BPS-C,,,,,,,,CWT,PUC,,DF,,DC-DC,,,,,,,,,,
,Photon,CTG-C-RGB,,B,ATX,E,,CTG-C-RGB,,,,,,,,High Power,,,DF,,GR,,,,,,,,,,
,,GDP-C-RGB,,G,ATX,,,GDP-C-RGB,,,,,,,Full,CWT,GPN,,,,DC-DC,,,,,,,,,,
,Polaris,,-,G,ATX,B+,550/650/750W,PPS-FC,50,2,,,,,,High Power,NO-817,,LLC,SR,DC-DC,Poweryear,Sleeve,CM6901,ICE3PCS01G,,,,,,
,,,,,ATX,B+,850-1250W,,,,2021,,,,,High Power,NO-815,,LLC,SR,DC-DC,,,,,,,,,,
,,,Pro,,,B*,,,,,,,,,,High Power,NO-826,,,,,,,,,,,,,,
,,,3.0,,,B*,,,,,,,,,,High Power,NO-815,,,,,,,,,,,,,,
,Proton,,BDF-S,,ATX,C,,BDF-S,,,,,,,,High Power,NO-799,,DF,SR,DC-DC,,,,,,,,,,
,,,BDF-C,,ATX,C,<=750W,BDF-C,,,,,,,,High Power,NO-790,,DF,PR,DC-DC,,,,,,,,,,
,,,,,ATX,C,=>850W,,,,,,,,,High Power,Direct12 Bronze II,,DF,SR,DC-DC,,,,,,,,,,
,Powerplay,,Gold,G,ATX,A+,<=750W,GPU-FC,,,,,,,Full,CWT,GPR,,LLC,SR,DC-DC,Yate Loon,Ball,,,,,,,,
,,,Platinum,P,ATX,A+,>=850W,,,,,,,,Full,CWT,CST1200,,,SR,,Yate Loon,Rifle,2x UCD3138A (digital),,,,,,,
,PowerUp,,,G,,C,850W,GPX-[W]FC,50,5,,,Full,,Full,CWT,GPX,,LLC,SR,DC-DC,Yate Loon,DBB,CM6901,CM6500UN,,Sitronix ST9S429-PG14 ,Y,Y,Y,
,,,,,ATX,B-,750W,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,B,550/650W,,,,,,,,Full,,,,,,,,,,,,,,,,
,Smart,,GPS-A8,N,ATX,E,350-500W,GPS-A8,,,,,,,,CWT,GPA,,DF,PR,GR,,,,,,,,,,
,,,,,ATX,E,550-700W,,,,,,,,,,GPM,,DF,PR,GR,,,,,,,,,,
,,,GPS-C,,ATX,,450-750W,GPS-C,,,,,,,,CWT,GPS,,LLC,SR,DC-DC,,,,,,,,,,
,Smart SFX,,BFX-BS,B,SFX,,350/450W,,,,,,,,,CWT,GPH,,,,,,,,,,,,,,
,SteelPower,,BDK-FC,B,ATX,C*,,BDK-FC,,,,,,,,CWT,GPQ (GPX costdown ?),,LLC,SR,DC-DC,,,,,,,,,,
,Nitro SPS-C,,,S,ATX,,750W,SPS-[W]C,50,2,,,Semi,,Full,CWT,DSG,,DF,SR,DC-DC,Yate Loon,Ball,CM6802,,,PS229,Y,M,A,
,Power Smart GPS-C,,,,ATX,,<=1000W,GPS-C,,,,,,,,CWT,GPS,,LLC,SR,DC-DC,,,,,,,,,,
,,,,,ATX,X,>=1250W,,,,,,,,,CWT,PUO,,,,,,,,,,,,,,
,GPS-500C,,,P,ATX,X,500W,GPS-500C,,,,,Semi,,Full,Super Flower,Golden Silent,,LLC,,DC-DC,,Fanless,,,,,,,,
Chieftronic,see Chieftec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Club 3D,CSP-X CB,,,B,ATX,,1000W,CSP-X[W]CB,40,2,,,Semi,,Full,Andyson,old K8,,DF,SR,DC-DC,Young Lin Tech,DBB,,,,PS232S,?,A,A,
,CSP-X CS,,,S,ATX,,1200W,CSP-X[W]CS,40,2,,,Semi,,Full,Andyson,old K8,,DF,SR,DC-DC,Young Lin Tech,DBB,,,,PS232S,?,A,A,
Colorful,see Segotep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler Master,Elite,,-,,ATX,E,,,,,,,,,,,,,DF,PR,GR,,,,,,,,,,
,,,V2,,ATX,E,,,,,,,,,,,,,DF,PR,GR,,,,,,,,,,
,,,V3,,ATX,E,,,,,,,,,,Hui Cheng,Same as Zalman LX,,DF,PR,GR,,,,,,,,,,
,,,V4,,ATX,E,,,,,,,,,,,,,DF,PR,GR,,,,,,,,,,
,"Elite
NEX 230V",White,,W,ATX,E,400-700W,MPW-ACBW-B,,,,,No,,230V,,,,DF,,GR,,,,,,,,,,
,,-,,N,ATX,,400-700W,MPW-ACBN-B,,,,,No,,230V,,,,DF,,GR,,,,,,,,,,
,,Peak Power,,N,ATX,,500-800W,MPW-ACBK-P,,,,,No,,230V,,,,DF,,GR,,,,,,,,,,
,G,,Gold,G,ATX,B*,600/700/800W,MPW-ACAAG,,,,,No,,Full,XHY,2008,,LLC,SR,DC-DC,,,,,,,,,,
,GM,,,B,ATX,X,450/550W,RS[W]-AMAAB1-XX,40,5,2013,,Semi,,Full,CWT,GPN (modified),,DF,SR,DC-DC,Yate Loon,DBB,,,,Sitronix ST9S429-PG14,Y,Y,Y,
,GX,Bronze,2010 [RS],B,ATX,X,,RS-ACAA-D3,40,5,2010,,No,,Full,Enhance,,,DF,PR,GR,Adda,Sleeve,,,,PS223,Y,M,A,
,,,2020 [MPX],,ATX,B*,450-650W,MPX-ACAAB,,,2020,,,,,Gospower,G1208,,LLC,SR,DC-DC,,,,,,,,,,
,,Gold,-,G,ATX,B*,550-850W,MPE-ACAAG,,,,,Semi,,Full,XHY,1908,,LLC,SR,DC-DC,,,,,,,,,,
,,,FM,,ATX,B*,550-850W,MPE-AFAAG,,,,,Full,,Full,,,,,SR,,,,,,,,,,,
,,,,G,ATX,B*,1050/1200W,MPE-[A/C]501-AFCAG,,,2021,,Full,,Full,XHY,2012,,LLC,SR,DC-DC,,,,,,,,,,
,,CM Storm Edition,,B,ATX,X,,RS-ACAAB3,,,,,,,,CWT,GPN,,DF,,DC-DC,,,,,,,,,,
,,GX II,,B,ATX,X,,RS-ACAA-B1,,,,,,,,Enhance,,,DF,,GR,,,,,,,,,,
,,GX III,,G,ATX,B*,550-1250W,,,,2023,,Full,,Full,Chicony,,,LLC,,DC-DC,,,,,,,,,,
,Hyper White,,,W,ATX,E,400/500/600W,MPE-[W]1-ACAAN-H,,,,,,,,,,,DF,,GR,,,,,,,,,,
,K,,,B,ATX,,,MPX-[W]-ACAAB-KE,,,2022,,,,,,,,,,,,,,,,,,,,
,M Platinum,,,P,ATX,A,2000W,,,,,,,,,Enhance,,,LLC,SR,DC-DC,,,,,,,,,,
,Masterwatt,Bronze,,B,ATX,C,,MPX-AMAAB,,5,,,Semi,,,HEC,,,DF,,DC-DC,,,,,,,,,,
,,TUF Gaming,,B,ATX,C,,,,,,,Semi,,,HEC,,,DF,,DC-DC,,,,,,,,,,
,,Lite,,W,ATX,F,,MPX,,,,,No,,,Enhance,,,DF,PR,GR,,,,,,,,,,
,,Maker,,T,ATX,X,,MPZ-[C/F]001-AFBAT,50,,,,Full,,Full,Enhance,,FB,LLC,SR,DC-DC,Branded,LDB,CM6901,CM6502T,,,,,,
,,Maker MiJ,,T,ATX,X,1200W,MP[W/Z]-C002-AFBAT,,10,2017,,Full,,Full,muRata,Custom,I,LLC,SR,DC-DC,Branded,LDB,NCP1399,UCC28070,,,,,,
,MWE,,White,W,ATX,D-,,MPW-ACABW,,,,,No,,,CWT,GPB,,DF,,GR,,,,,,,,,,
,,,Bronze,B,ATX,D-,<=550W,MPX-ACAAB,,,,,No,,,HEC,,,,,GR,,,,,,,,,,
,,,,,ATX,C,>=600W,,,,,,No,,,,,,,,DC-DC,,,,,,,,,,
,,,Gold,G,ATX,B,,MPY-ACAAG,,,,,No,,Full,XHY,1408,,LLC,SR,DC-DC,,,,,,,,,,
,,,,,ATX,B,,MPY-AFAAG,,,,,Full,,,,,,,SR,,,,,,,,,,,
Cooler Master,MWE V2,,White,W,ATX,C-,,MPE-ACABW,,,,,No,,230V,Gospower,G1208,,LLC,SR,DC-DC,,,,,,,,,,
,,,,,ATX,B,,MPE-ACAAW,,,,,,,Full,,,,,SR,,,,,,,,,,,
,,,Bronze,B,ATX,C-,,MPE-ACABW-B,,,,,No,,230V,,,,,SR,,,,,,,,,,,
,,,,,ATX,B,,MPE-ACAAB,,,,,,,Full,,,,,SR,,,,,,,,,,,
,,,Gold,G,ATX,B+,550-850W,MPE-ACAAG,,,,,No,,Full,XHY,1908,,LLC,SR,DC-DC,,,,,,,,,,
,,,,,ATX,B+,550-850W,MPE-AFAAG,,,,,Full,,,,,,,SR,,,,,,,,,,,
,,,,,ATX,B+,1050/1250W,MPE-AFCAG,,,,,Full,,Full,XHY,2012,,LLC,SR,DC-DC,,,,,,,,,,
,MWE V2 ATX 3.0,,Gold,G,ATX,B*,1050/1250W,,,,,,Full,,Full,XHY,2012,,LLC,SR,DC-DC,,,,,,,,,,
,,,Gold White Edition,G,ATX,B*,1050/1250W,,,,,,Full,,Full,XHY,2012,,LLC,SR,DC-DC,,,,,,,,,,
,Silent Pro,Gold,,G,ATX,X,450W ?,,,,,,,,,FSP,,,ACRF,,GR,,,,,,,,,,
,,Hybrid,,G,ATX,,1050W,RS-A50-SPHA-D3,40,5,,,Full,,Full,Enhance,,,ACRF,SR,DC-DC,Young Lin Tech,LLS,,,,PS232S,Y,M,A,
,,M2,Bronze,B,ATX,,<=620W,,,,,,,,,Seventeam,,,,,,,,,,,,,,,
,,,Silver,S,ATX,,720/850/1000W,RS-[W]-SPM2-D3,40,5,,,Semi,,Full,Enhance,EPS1700 GT rev 3.0,,ACRF,SR,GR,Young Lin Tech,LLS,,,,SITI PS232S,Y,Y,Y,"Aris pointed out that the regulation is GR, but the performance numbers points otherwise"
,,,,S,ATX,,1500W,RS-F00-SPM2-D3,40,5,,,Semi,,Full,,,,ACRF,,DC-DC,Young Lin Tech,LLS,,,,,Y,Y,Y,
,"V
(Vanguard)",VSM,,G,ATX,X,450-750,RS[W]-AMAA-G1,40,5,2013,,Semi,,Full,Enhance,,,LLC,SR,DC-DC,Yate Loon,DBB,CM6901,CM6502,,SITI PS223,Y,Y,Y,
,,Gold,2013 (RS),G,ATX,X,550/650/750W,RS[W]-AFBAG1 ???,40,5,2013,,,,Full,Enhance,,,LLC,SR,DC-DC,Yate Loon,DBB,,,,SITI PS223,Y,Y,Y,
,,,,,ATX,,700/850/1000W,,50,5,,,Full,,,Seasonic,KM3,,LLC,SR,DC-DC,Protechnic,FDB,CM6901,NPC1654,,Weltrend WT7257V & AS393,Y,?,Y,
,,,2018 (MPY),,ATX,X,550/650W,MPY-[W]1-AFAAGV,,10,2018,,Full,,Full,Chicony,,,LLC,,DC-DC,,,HR1000A,ICE3PCS03G,,,,,,
,,,,,ATX,,750/850W,,50,,,,,,,,,,,,,Apistek,FDB,HR1000A,ICE3PCS03G,,,,,,
,,Platinum,RS,P,ATX,X,1200W,RSC00-AFBAG1,40,7,2013,,Full,,Full,Seasonic,XP3 (Same as XM2),,LLC,SR,DC-DC,Protechnic,FDB,CM6901,NPC1654,,Weltrend WT7257V & AS393,Y,Y,Y,
,,,MPZ,,ATX,A,850-1300W,MPZ-[W]-AFBAPV,50,10,2019,,Full,,Full,Delta,GM,I,,SR,,Delta,DBB,CM6901,CM6802SN,,,,,,
,,Plat. 30th Anniversary Ed.,,,ATX,A,1300W,,,,2023,,Full,,Full,,,,,,,,,,,,,,,,
,,Gold V2,Black,G,ATX,A+,550-850W,MPY-[W]V-AFBAG,50,10,2020,,Full,,Full,Gospower,G1242,,LLC,SR,DC-DC,Hong Hua,FDB,CU6901V,CM6500UN,,IN1S313I-SAG,Y,Y,Y,
,,,White,,ATX,A+,,MPY-[W]V-AGBAG,50,10,2020,,Full,,Full,,,,LLC,SR,DC-DC,Hong Hua,FDB,,,,IN1S313I-SAG,Y,Y,Y,White casing
,,i Multi,,G,ATX,B*,750/850W,,,,TBR,,,,,Chicony,,,LLC,,DC-DC,,,,,,,,,,
,,i 12VO,,G,ATX,N,750/850W,,,,TBR,,,,,,,,,,,,,,,,,,,,
,,SFX,-,G,SFX,A,750/850W,MPY-SFHAGV,,,2020,,Full,,Full,Gospower,G1278,,LLC,SR,DC-DC,,,,,,,,,,
,,,ATX 3.0,,,B*,,,,,TBR,,Full,,Full,,,,,,,,,,,,,,,,
,,SFX-L,,P,SFX-L,B+,1100W,,,,2022,,Full,,Full,Sysgration,,,,,,,,,,,,,,,
,,,,,,B-,1300W,,,,2022,,,,230V,,,,,,,,,,,,,,,,
,XG,Gold Plus,,G,ATX,N,,,,,TBA,,,,,Chicony,,,LLC,SR,DC-DC,,,,,,,,,,
,,Platinum,,P,ATX,A+,650/750/850W,MPG-[W]-AFBAP,,,2021,,Full,,Full,XHY,2011XG,,LLC,SR,DC-DC,,,,,,,,,,
,,Plus Platinum,,P,ATX,A+,650/750/850W,MPG-[W]-AFBAP-X,,,2021,,Full,,Full,,,,,SR,,,,,,,,,,,
Corsair,AX,"Gold
(Professional)",,G,ATX,X,650/750/850W,CMPSU-[W]AX,50,7,2010,2013,Full,,Full,Seasonic,KM2,FB,LLC,SR,DC-DC,San Ace,DBB,CM6901,,,PS223 & LM393,Y,M,A,Brown Label
,,,,,ATX,,1200W,CMPSU-1200AX,,,,2015,,,Full,Flextronics,custom,,,,,Yate Loon,DBB,,,,,,,,
,,Platinum,,P,ATX,X,760/860W,CP-902004[4/5]-[C],50,7,2012,2019,Full,,Full,Seasonic,KM3,FB,LLC,SR,DC-DC,Sanyo Denki,DBB,CM6901,NPC1654,,Weltrend WT7527,Y,Y,Y,Orange label
,,Titanium,,T,ATX,X,850/1000W,CP-902015[1/2]-[C],50,10,2018,2020,,,Full,Seasonic,slightly mod. Prime Titanium,FB,LLC,SR,DC-DC,Hong Hua,FDB,CM6901,NPC1654,,,,,,Grey label
,AX-i,Platinum,,P,ATX,X,760/860W,CP-902003[6/7]-[C],50,7,2012,2019,Full,,Full,Flextronics,"custom, c-n. Luoma",FB?,LLC,SR,DC-DC,Yate Loon,DBB,56F8014 (DSC),,,MCU,Y,Y,Y,"Red label, 10% RMA rate"
,,,,,ATX,X,1200W,CP-9020008-[C],50,7,,2019,,,Full,,"custom, c-n. Challiho",I,,SR,,Yate Loon,DBB,56F8014 (DSC),,,MCU,Y,Y,Y,
,,Titanium,,T,ATX,X,1500W,CP-9020057-[C],50,7,2012,2020,,225,Full,,"custom, c-n. Nam Co",BL,,SR,,Hong Hua,FDB,MC56F8236 (DSC),,,,,,,Red label
,,,,,ATX,A+,1600W,CP-9020087-[C],,10,2018,-,,200,Full,,"custom, c-n. Churchill",TP,,SR,,Hong Hua,FDB,UCD3138064A (DSC),,,,,,,Grey label
,CS-M,,,G,ATX,X,450-850W,CP-90200[7[5-8]/86],40,3,2013,2018,Semi,,Full,Great Wall,GW-ATX850BL,,LLC,SR,DC-DC,Hong Hua,Sleeve,CM6901,CM6500,,Sitronix ST9S429-PQ14,Y,?,Y,
,CS,,,,ATX,N,,,,,?,-,Full,,,HEC,TPK,,LLC,,DC-DC,,,,,,,,,,SI model for Chinese market
,CV,,,B,ATX,D,<=550W,CP-90202[0/1]-[C],,3,2019,-,No,,Full,HEC,VS upd. to Bronze,,DF,,GR,Yate Loon,,,,,,,,,
,,,,,ATX,C+,650/750W,CP-90202[11/37]-[C],,,,,,,,,"kinda custom, c-n. Mauna Loa",,,PR,DC-DC,,,,,,,,,,
,"CX-m
(modular)","Green-label
(Builder)",,B,ATX,X,430/500/600W,CP-90200[5/6]-[C],30,3,2013,2018,Semi,,Full,CWT,DSAIII,,DF,PR,GR,Yate Loon,Sleeve,,,,SITI PS229,Y,?,Y,Green label
,,,,,ATX,X,750/850W,CP-90200[61/99]-[C],,5,2015,2019,,,,,PUQ-B,,,SR,DC-DC,,,,,,,,,,
,,Grey-label,,B,ATX,X,450/550/650W,CP-902010[1-3]-[C],40,5,2017,?,Semi,,Full,CWT,"custom, c-n. Santana",,DF,SR,DC-DC,Hong Hua,Sleeve,CM6800T,,,,,,,Grey label
,,,,,ATX,,750/850W,CP-90200[61/99]-[C],,,,,,,,,PUQ-B,,,,,,,CM6800T,,,,,,,
,,2021,,B,ATX,C+,550/650/750W,CP-902022[1-3]-[C],,,2021,-,Semi,,Full,CWT,CSB-A,,DF,,DC-DC,,,,,,,,,,
,"CX
(non-mod.)",Corsair Power,,W,ATX,X,400W,CMPSU-400CX,,3,2008,?,No,,,Seasonic,GB Bronze,,DF,PR,GR,,Ball,,,,,,,,
,,Builder,,N,ATX,X,430/500/600W,CMPSU-*CX,,3,2009,?,No,,,CWT,DSAII,,DF,,GR,,sleeve,,,,,,,,
,,,,W,ATX,X,430/500/600W,CMPSU-*CXV2,30,3,2011,?,,,Full,CWT,DSAII,,,PR,,Yate Loon,sleeve,,,,ST9S429,,,,
,,Green-label,,B,ATX,X,430/500/600W,CP-902004[6-8]-[C],,3,2013,2019,No,,,CWT,DSAIII,,DF,,GR,,,,,,,,,,Green label
,,,,,ATX,X,750W,CP-9020015-[C],,5,,2018,,,,,PUQ-B,,,SR,DC-DC,,,,,,,,,,
,,Gray-label,,B,ATX,X,450-750W,CP-902012[0-3]-[C],,5,2016,-,No,,,CWT,"custom, c-n. Zappa",,LLC,,DC-DC,Hong Hua,Rifle,ICE2HS01G,ICE3PCS01G,,,,,,Grey label; Doublesourced between GW&CWT; Technically 80+ Silver
,,,,,ATX,,,CP-902012[0-3]-[C],,,,,,,,Great Wall,modified GW-ATX[watt]BL,,,SR,,Hong Hua,Rifle,CM6901,CM6500UN,,,,,,
,CX-F RGB,,,B,ATX,B+,550/650/750W,CP-902021[6-8]-[C],,,2020,?,Full,,,HEC,Reshuffled Vengeance Silver,,LLC,,DC-DC,,,HR1001C,CM6500UN,,,,,,Technically 80+ Silver without RGB on
,GS,80+,,W,ATX,X,500W,CMPSU-500GS,,,?,?,,,,CWT,DSAIII,,,,,,,,,,,,,,
,,,,,ATX,,500-800W,CMPSU-[W]G,50,3,2010,?,No,,Full,CWT,PSHII?,,DF,PR,DMA,Yate Loon,DBB,CM6800,,,PS229,?,M,A,
,,Bronze,,B,ATX,X,600/700/800W,CP-902001[1-3]-[C],40,3,2012,?,No,,Full,CWT,PUQ B,,DF,SR,DC-DC,Hong Hua,DBB,CM6800,,,WT7502,?,Y,Y,
,,,,,ATX,,,CP-902006[3-5]-[C],40,3,2013,2018,No,,Full,,PUQ B (perhaps mod.?),,,,,,Sleeve,,,,,,,,
Corsair,HX,"Profess-
ional",80+,N,ATX,X,520/620W,CMPSU-*HX,,,2006,?,,,,Seasonic,S12,,DF,,GR,,,,,,,,,,
,,,,W,ATX,X,1000W,,,5,2008,?,,,,CWT,PUC,,,,DC-DC,,,,,,,,,,
,,,Bronze,B,ATX,X,450/650W,,,,2009,?,,,,Seasonic,S12II,,,,GR,,,,,,,,,,
,,,Silver,S,ATX,X,750/850/1050W,,50,7,2009,?,Semi,,Full,CWT,DSG,,,SR,DC-DC,Yate Loon,DBB,CM6800,,,SITI PS229,?,M,A,Technically 80+ Gold
,,Gold,,G,ATX,X,650W,CP-9020030-[C],,7,2012,2015,Semi,,Full,Seasonic,RT,,LLC,SSR,DC-DC,ADDA,DBB,,,,,,,,Blue label
,,,,,ATX,,750/850W,CP-902003[1/2]-[C],50,,,,,,Full,CWT,PUQ-G,,DF,SR,DC-DC,Hong hua,DBB,,,,Weltrend WT7502,?,Y,Y,
,,,,,ATX,,1050W,CP-9020033-[C],,,,,,,Full,,DSG,,DF,,DC-DC,,,,,,,,,,
,,Platinum,2022,P,ATX,N,750/850W,CP-902021[2/3]-[C],,,Cancelled,,,,,,Custom,,LLC,,DC-DC,,,,,,,,,,
,,,2017,,ATX,A+,750/850/1000W,CP-902013[7-9]-[C],50,10,2018,-,Full,180,Full,,"custom, c-n. Clapton",,LLC,SR,DC-DC,Hong Hua,FDB,ICE2HS01G,ICE3PCS01G,"Infineon, Ubiq",Weltrend WT7502 & WT7518,Y,A,A,Gray label. Per-connector 40A OCP when multi rail is enabled
,,,,,ATX,A+,1200W,CP-9020140-[C],,,,,,200,Full,,,,,SR,DC-DC,,,CM6901,UCC28070,,,,,,
,HX-i,,2022,P,ATX,A+,1000W,,,,2022,-,,180,,CWT,custom,I,LLC,SR,DC-DC,,,,,,,,,,
,,,,,,N,1300W,,,,TBR,,,,,CWT,Custom,,,,,,,,,,,,,,
,,,,,ATX,A+,1500W,,,,2022,,,200,,CWT,custom,I,LLC,SR,DC-DC,,,,,,,,,,Planned CWT CTT based refresh
,,,2013,,ATX,A+,750/850/1000W,CP-902007[2-4]-[C],50,10,2013,2022,Full,180,Full,CWT,"custom, c-n. Joyce",,LLC,SR,DC-DC,Hong Hua,FDB,ICE2HS01G,ICE3PCS01G,,Weltrend WT7502 & 2x Weltrend WT7518,Y,Y,Y,Blue label
,,,,,ATX,,1200W,CP-9020070-[C],,,2013,2022,,200,Full,,,,LLC,,DC-DC,,,,,,,,,,
,RM-e,,,G,ATX,A,750/850/1000W,CP-90202[49/50]-[C],,,2022,-,Full,140,Full,HEC,custom,,LLC,SR,DC-DC,,,,,,,,,,
